feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,score
11.6,0.47,0.44,1.6,0.93,0.147,36,51,23,0.99836,3.38,74,0.86,9.9,4
8.8,0.685,0.26,1.6,0.93,0.088,16,23,45,0.99694,3.32,31,0.47,9.4,5
7.6,0.665,0.1,1.5,0.63,0.066,27,55,22,0.99655,3.39,54,0.51,9.3,5
NA,0.28,0.28,2.4,0.63,0.012,36,NA,45,0.99064,3.26,26,0.39,11.7,7
6.7,0.28,0.28,2.4,0.59,0.012,36,100,33,0.99064,3.26,65,0.39,11.7,7
10.1,0.31,0.35,1.6,0.98,0.075,9,28,25,0.99672,3.24,51,0.83,11.2,7
6,0.5,0.04,2.2,0.68,0.092,13,26,12,0.99647,3.46,7,0.47,10,5
11.1,0.42,0.47,2.65,0.88,0.085,9,34,42,0.99736,3.24,14,0.77,12.1,7
6.6,0.66,0,3,0.73,0.115,21,NA,18,0.99629,3.45,60,0.63,10.3,5
10.6,0.5,0.45,2.6,0.54,0.119,34,68,17,0.99708,3.23,97,0.72,10.9,6
7.1,0.685,0.35,2,0.88,0.088,9,92,44,0.9963,3.28,53,0.62,9.4,5
9.9,0.25,0.46,1.7,0.73,0.062,26,42,42,0.9959,3.18,80,0.83,10.6,6
6.4,0.64,0.21,1.8,0.83,0.081,14,31,10,0.99689,3.59,5,0.66,9.8,5
6.4,0.64,0.21,1.8,0.63,0.081,14,31,39,0.99689,3.59,61,0.66,9.8,5
7.4,0.68,0.16,1.8,0.59,0.078,12,39,50,0.9977,3.5,40,0.7,9.9,6
6.4,0.64,0.21,1.8,0.63,0.081,14,31,17,0.99689,3.59,32,0.66,9.8,5
6.4,0.63,0.21,1.6,0.63,0.08,12,32,48,0.99689,3.58,30,0.66,9.8,5
9.3,0.43,0.44,1.9,0.83,0.085,9,22,46,0.99708,3.28,2,0.55,9.5,5
9.3,0.43,0.44,1.9,0.59,0.085,9,22,44,0.99708,3.28,94,0.55,9.5,5
8,0.42,0.32,2.5,0.83,0.08,26,122,18,0.99801,3.22,47,1.07,9.7,5
9.3,0.36,0.39,1.5,0.63,0.08,41,55,11,0.99652,3.47,3,0.73,10.9,6
9.3,0.36,0.39,1.5,0.83,0.08,41,55,15,0.99652,3.47,63,0.73,10.9,6
7.6,0.735,0.02,2.5,0.83,0.071,10,14,45,0.99538,3.51,38,0.71,11.7,7
9.3,0.36,0.39,1.5,0.98,0.08,41,55,10,0.99652,3.47,12,0.73,10.9,6
8.2,0.26,0.34,2.5,0.59,0.073,16,47,47,0.99594,3.4,86,0.78,11.3,7
11.7,0.28,0.47,1.7,0.63,0.054,17,32,16,0.99686,3.15,57,0.67,10.6,7
6.8,0.56,0.22,1.8,0.98,0.074,15,24,43,0.99438,3.4,40,0.82,11.2,6
7.2,0.62,0.06,2.7,0.68,0.077,15,85,34,0.99746,3.51,69,0.54,9.5,5
5.8,1.01,0.66,2,0.68,0.039,15,88,20,0.99357,3.66,36,0.6,11.5,6
7.5,0.42,0.32,2.7,0.88,0.067,7,25,38,0.99628,3.24,100,0.44,10.4,5
7.2,0.62,0.06,2.5,0.98,0.078,17,84,48,0.99746,3.51,56,0.53,9.7,5
7.2,0.62,0.06,2.7,0.83,0.077,15,85,15,0.99746,3.51,59,0.54,9.5,5
7.2,0.635,0.07,2.6,0.88,0.077,16,86,11,0.99748,3.51,78,0.54,9.7,5
6.8,0.49,0.22,2.3,0.68,0.071,13,24,50,0.99438,3.41,77,0.83,11.3,6
6.9,0.51,0.23,2,0.93,0.072,13,22,11,0.99438,3.4,37,0.84,11.2,6
6.8,0.56,0.22,1.8,0.73,0.074,15,24,14,0.99438,3.4,60,0.82,11.2,6
7.6,0.63,0.03,2,0.98,0.08,27,43,50,0.99578,3.44,1,0.64,10.9,6
7.7,0.715,0.01,2.1,0.98,0.064,31,43,27,0.99371,3.41,46,0.57,11.8,6
6.9,0.56,0.03,1.5,0.73,0.086,36,46,21,0.99522,3.53,81,0.57,10.6,5
7.3,0.35,0.24,2,0.63,0.067,28,48,47,0.99576,3.43,56,0.54,10,4
9.1,0.21,0.37,1.6,0.63,0.067,6,10,14,0.99552,3.23,66,0.58,11.1,7
10.4,0.38,0.46,2.1,0.88,0.104,6,10,24,0.99664,3.12,34,0.65,11.8,7
8.8,0.31,0.4,2.8,0.68,0.109,7,16,11,0.99614,3.31,10,0.79,11.8,7
7.1,0.47,0,2.2,0.59,0.067,7,14,15,0.99517,3.4,92,0.58,10.9,4
7.7,0.715,0.01,2.1,0.98,0.064,31,43,21,0.99371,3.41,45,0.57,11.8,6
8.8,0.61,0.19,4,0.98,0.094,30,69,18,0.99787,3.22,9,0.5,10,6
7.2,0.6,0.04,2.5,0.63,0.076,18,88,30,0.99745,3.53,83,0.55,9.5,5
9.2,0.56,0.18,1.6,0.73,0.078,10,21,20,0.99576,3.15,22,0.49,9.9,5
7.6,0.715,0,2.1,0.83,0.068,30,35,35,0.99533,3.48,2,0.65,11.4,6
8.4,0.31,0.29,3.1,0.83,0.194,14,26,47,0.99536,3.22,63,0.78,12,6
7.2,0.6,0.04,2.5,0.78,0.076,18,88,15,0.99745,3.53,0,0.55,9.5,5
8.8,0.61,0.19,4,0.54,0.094,30,69,28,0.99787,3.22,38,0.5,10,6
8.9,0.75,NA,2.5,0.78,0.086,9,30,14,0.99824,3.34,27,0.64,10.5,5
9,0.8,0.12,2.4,0.63,0.083,8,28,34,0.99836,3.33,58,0.65,10.4,6
10.7,0.52,0.38,2.6,0.93,0.066,29,56,45,0.99577,3.15,4,0.79,12.1,7
6.8,0.57,0,2.5,0.93,0.072,32,64,21,0.99491,3.43,30,0.56,11.2,6
10.7,0.9,0.34,6.6,0.88,0.112,23,99,39,1.00289,3.22,89,0.68,9.3,5
7.2,0.34,0.24,2,0.88,0.071,30,52,40,0.99576,3.44,6,0.58,10.1,5
7.2,0.66,0.03,2.3,0.88,0.078,16,86,33,0.99743,3.53,27,0.57,9.7,5
10.1,0.45,0.23,1.9,0.73,0.082,10,18,47,0.99774,3.22,67,0.65,9.3,6
7.2,0.66,0.03,2.3,0.63,0.078,16,86,23,0.99743,3.53,76,0.57,9.7,5
7.2,0.63,0.03,2.2,0.78,0.08,17,88,28,0.99745,3.53,64,0.58,9.8,6
7.1,0.59,0.01,2.3,0.78,0.08,27,43,37,0.9955,3.42,90,0.58,10.7,6
8.3,0.31,0.39,2.4,0.88,0.078,17,43,49,0.99444,3.31,79,0.77,12.5,7
7.1,0.59,0.01,2.3,0.83,0.08,27,43,13,0.9955,3.42,73,0.58,10.7,6
8.3,0.31,0.39,2.4,0.54,0.078,17,43,29,0.99444,3.31,90,0.77,12.5,7
8.3,1.02,0.02,3.4,0.98,0.084,6,11,21,0.99892,3.48,95,0.49,11,3
8.9,0.31,0.36,2.6,0.63,0.056,10,39,14,0.99562,3.4,74,0.69,11.8,5
7.4,0.635,0.1,2.4,0.98,0.08,16,33,39,0.99736,3.58,70,0.69,10.8,7
7.4,0.635,0.1,2.4,0.73,0.08,16,33,43,0.99736,3.58,86,0.69,10.8,7
6.8,0.59,0.06,6,0.83,0.06,11,18,31,0.9962,3.41,30,0.59,10.8,7
6.8,0.59,0.06,6,0.88,0.06,11,18,37,0.9962,3.41,75,0.59,10.8,7
9.2,0.58,0.2,3,0.98,0.081,15,115,48,0.998,3.23,53,0.59,9.5,5
7.2,0.54,0.27,2.6,0.59,0.084,12,78,43,0.9964,3.39,63,0.71,11,5
6.1,0.56,0,2.2,0.98,0.079,6,9,50,0.9948,3.59,9,0.54,11.5,6
7.4,0.52,0.13,2.4,0.83,0.078,34,61,42,0.99528,3.43,94,0.59,10.8,6
7.3,0.305,0.39,1.2,0.59,0.059,7,11,24,0.99331,3.29,55,0.52,11.5,6
9.3,0.38,0.48,3.8,0.59,0.132,3,11,29,0.99577,3.23,17,0.57,13.2,6
9.1,0.28,0.46,9,0.54,0.114,3,9,13,0.99901,3.18,59,0.6,10.9,6
10,0.46,0.44,2.9,0.63,0.065,4,8,23,0.99674,3.33,80,0.62,12.2,6
9.4,0.395,0.46,4.6,0.78,0.094,3,10,10,0.99639,3.27,51,0.64,12.2,7
7.3,0.305,0.39,1.2,0.83,0.059,7,11,27,0.99331,3.29,7,0.52,11.5,6
8.6,0.315,0.4,2.2,0.83,0.079,3,6,36,0.99512,3.27,5,0.67,11.9,6
5.3,0.715,0.19,1.5,0.98,0.161,7,62,50,0.99395,3.62,97,0.61,11,5
NA,0.41,0.31,8.8,0.83,0.084,26,45,23,0.99824,3.38,18,0.64,10.1,6
8.4,0.36,0.32,2.2,0.93,0.081,32,79,14,0.9964,3.3,74,0.72,11,6
8.4,0.62,0.12,1.8,0.73,0.072,38,46,27,0.99504,3.38,91,0.89,11.8,6
9.6,0.41,0.37,2.3,0.54,0.091,10,23,26,0.99786,3.24,60,0.56,10.5,5
8.4,0.36,0.32,2.2,0.68,0.081,32,79,11,0.9964,3.3,49,0.72,11,6
8.4,0.62,0.12,1.8,0.63,0.072,38,46,43,0.99504,3.38,6,0.89,11.8,6
6.8,0.41,0.31,8.8,0.88,0.084,26,45,37,0.99824,3.38,13,0.64,10.1,6
8.6,0.47,0.27,2.3,0.54,0.055,14,28,11,0.99516,3.18,72,0.8,11.2,5
8.6,0.22,0.36,1.9,0.98,0.064,53,77,16,0.99604,3.47,15,0.87,11,7
9.4,0.24,0.33,2.3,0.68,0.061,52,73,33,0.99786,3.47,35,0.9,10.2,6
8.4,0.67,0.19,2.2,0.73,0.093,11,75,20,0.99736,3.2,30,0.59,9.2,4
8.6,0.47,0.27,2.3,0.93,0.055,14,28,11,0.99516,3.18,2,0.8,11.2,5
8.7,0.33,0.38,3.3,0.93,0.063,10,19,31,0.99468,3.3,62,0.73,12,7
6.6,0.61,0.01,1.9,0.54,0.08,8,25,39,0.99746,3.69,9,0.73,10.5,5
7.4,0.61,0.01,2,0.68,0.074,13,38,21,0.99748,3.48,36,0.65,9.8,5
7.6,0.4,0.29,1.9,0.78,0.078,29,66,41,0.9971,3.45,45,0.59,9.5,6
7.4,0.61,0.01,2,0.73,0.074,13,38,12,0.99748,3.48,30,0.65,9.8,5
6.6,0.61,0.01,1.9,0.68,0.08,8,25,20,0.99746,3.69,54,0.73,10.5,5
8.8,0.3,0.38,2.3,0.68,0.06,19,72,41,0.99543,3.39,44,0.72,11.8,6
8.8,0.3,0.38,2.3,0.63,0.06,19,72,29,0.99543,3.39,4,0.72,11.8,6
12,0.63,0.5,1.4,0.83,0.071,6,26,48,0.99791,3.07,97,0.6,10.4,4
7.2,0.38,0.38,2.8,0.88,0.068,23,42,46,0.99356,3.34,95,0.72,12.9,7
6.2,0.46,0.17,1.6,0.83,0.073,7,11,35,0.99425,3.61,85,0.54,11.4,5
9.6,0.33,0.52,2.2,0.83,0.074,13,25,43,0.99509,3.36,23,0.76,12.4,7
9.9,0.27,0.49,5,0.68,0.082,9,17,15,0.99484,3.19,68,0.52,12.5,7
10.1,0.43,0.4,2.6,0.83,0.092,13,52,34,0.99834,3.22,74,0.64,10,7
9.8,0.5,0.34,2.3,0.88,0.094,10,45,49,0.99864,3.24,14,0.6,9.7,7
8.3,0.3,0.49,3.8,0.83,0.09,11,24,27,0.99498,3.27,58,0.64,12.1,7
10.2,0.44,0.42,2,0.63,0.071,7,20,33,0.99566,3.14,30,0.79,11.1,7
10.2,0.44,0.58,4.1,0.54,0.092,11,24,32,0.99745,3.29,30,0.99,12,7
8.3,0.28,0.48,2.1,0.83,0.093,6,12,36,0.99408,3.26,7,0.62,12.4,7
8.9,0.12,0.45,1.8,0.73,0.075,10,21,43,0.99552,3.41,22,0.76,11.9,7
8.9,0.12,0.45,1.8,0.83,0.075,10,21,33,0.99552,3.41,5,0.76,11.9,7
8.9,0.12,0.45,1.8,0.88,0.075,10,21,45,0.99552,3.41,15,0.76,11.9,7
8.3,0.28,0.48,2.1,0.54,0.093,6,12,14,0.99408,3.26,62,0.62,12.4,7
8.2,0.31,0.4,2.2,0.68,0.058,6,10,17,0.99536,3.31,15,0.68,11.2,7
10.2,0.34,0.48,2.1,0.88,0.052,5,9,29,0.99458,3.2,29,0.69,12.1,7
7.6,0.43,0.4,2.7,0.83,0.082,6,11,22,0.99538,3.44,34,0.54,12.2,6
8.5,0.21,0.52,1.9,0.83,0.09,9,23,43,0.99648,3.36,100,0.67,10.4,5
9,0.36,0.52,2.1,0.63,0.111,5,10,19,0.99568,3.31,56,0.62,11.3,6
9.5,0.37,0.52,2,0.63,0.088,12,51,48,0.99613,3.29,43,0.58,11.1,6
6.4,0.57,0.12,2.3,0.78,0.12,25,36,13,0.99519,3.47,88,0.71,11.3,7
8,0.59,0.05,2,0.98,0.089,12,32,38,0.99735,3.36,50,0.61,10,5
8.5,0.47,0.27,1.9,0.88,0.058,18,38,27,0.99518,3.16,3,0.85,11.1,6
7.1,0.56,0.14,1.6,0.54,0.078,7,18,35,0.99592,3.27,95,0.62,9.3,5
6.6,0.57,0.02,2.1,0.68,0.115,6,16,45,0.99654,3.38,87,0.69,9.5,5
8.8,0.27,0.39,2,0.83,0.1,20,27,31,0.99546,3.15,6,0.69,11.2,6
8.5,0.47,0.27,1.9,0.78,0.058,18,38,14,0.99518,3.16,92,0.85,11.1,6
NA,0.34,0.4,2.4,0.98,0.065,24,48,11,0.99554,3.34,85,0.86,11,6
9,0.38,0.41,2.4,0.54,0.103,6,10,11,0.99604,3.13,40,0.58,11.9,7
8.5,0.66,0.2,2.1,0.88,0.097,23,113,38,0.99733,3.13,87,0.48,9.2,5
9,0.4,0.43,2.4,0.68,0.068,29,46,28,0.9943,3.2,42,0.6,12.2,6
6.7,0.56,0.09,2.9,0.83,0.079,7,22,33,0.99669,3.46,71,0.61,10.2,5
10.4,0.26,0.48,1.9,0.83,0.066,6,10,12,0.99724,3.33,22,0.87,10.9,6
10.4,0.26,0.48,1.9,0.88,0.066,6,10,13,0.99724,3.33,34,0.87,10.9,6
10.1,0.38,0.5,2.4,0.59,0.104,6,13,11,0.99643,3.22,9,0.65,11.6,7
8.5,0.34,0.44,1.7,0.59,0.079,6,12,17,0.99605,3.52,48,0.63,10.7,5
8.8,0.33,0.41,5.9,0.83,0.073,7,13,43,0.99658,3.3,94,0.62,12.1,7
7.2,0.41,0.3,2.1,0.93,0.083,35,72,34,0.997,3.44,13,0.52,9.4,5
7.2,0.41,0.3,2.1,0.54,0.083,35,72,11,0.997,3.44,1,0.52,9.4,5
8.4,0.59,0.29,2.6,0.88,0.109,31,119,35,0.99801,3.15,34,0.5,9.1,5
7,0.4,0.32,3.6,0.88,0.061,9,29,28,0.99416,3.28,27,0.49,11.3,7
12.2,0.45,0.49,1.4,0.73,0.075,3,6,37,0.9969,3.13,89,0.63,10.4,5
NA,0.5,0.3,1.9,0.78,0.065,8,17,38,0.99774,3.32,82,0.71,10.5,6
9.5,0.86,0.26,1.9,0.93,0.079,13,28,12,0.99712,3.25,61,0.62,10,5
7.3,0.52,0.32,2.1,0.73,0.07,51,70,41,0.99418,3.34,30,0.82,12.9,6
9.1,0.5,0.3,1.9,0.98,0.065,8,17,47,0.99774,3.32,58,0.71,10.5,6
12.2,0.45,0.49,1.4,0.73,0.075,3,6,33,0.9969,3.13,87,0.63,10.4,5
7.4,0.58,0,2,0.88,0.064,7,11,27,0.99562,3.45,13,0.58,11.3,6
9.8,0.34,0.39,1.4,0.68,0.066,3,7,12,0.9947,3.19,39,0.55,11.4,7
7.1,0.36,0.3,1.6,0.68,0.08,35,70,21,0.99693,3.44,51,0.5,9.4,5
7.7,0.39,0.12,1.7,0.73,0.097,19,27,19,0.99596,3.16,88,0.49,9.4,5
9.7,0.295,0.4,1.5,0.59,0.073,14,21,23,0.99556,3.14,87,0.51,10.9,6
7.7,0.39,0.12,1.7,0.83,0.097,19,27,24,0.99596,3.16,89,0.49,9.4,5
7.1,0.34,0.28,2,0.93,0.082,31,68,17,0.99694,3.45,69,0.48,9.4,5
6.5,0.4,0.1,2,0.93,0.076,30,47,44,0.99554,3.36,81,0.48,9.4,6
7.1,0.34,0.28,2,0.54,0.082,31,68,33,0.99694,3.45,44,0.48,9.4,5
10,0.35,0.45,2.5,0.78,0.092,20,88,27,0.99918,3.15,51,0.43,9.4,5
7.7,0.6,0.06,2,0.54,0.079,19,41,39,0.99697,3.39,33,0.62,10.1,6
5.6,0.66,0,2.2,0.83,0.087,3,11,42,0.99378,3.71,96,0.63,12.8,7
5.6,0.66,0,2.2,0.68,0.087,3,11,29,0.99378,3.71,62,0.63,12.8,7
8.9,0.84,0.34,1.4,0.59,0.05,4,10,39,0.99554,3.12,7,0.48,9.1,6
6.4,0.69,0,1.65,0.54,0.055,7,12,26,0.99162,3.47,95,0.53,12.9,6
7.5,0.43,0.3,2.2,0.54,0.062,6,12,42,0.99495,3.44,80,0.72,11.5,7
9.9,0.35,0.38,1.5,0.98,0.058,31,47,44,0.99676,3.26,36,0.82,10.6,7
9.1,0.29,0.33,2.05,0.98,0.063,13,27,28,0.99516,3.26,7,0.84,11.7,7
6.8,0.36,0.32,1.8,0.68,0.067,4,8,22,0.9928,3.36,76,0.55,12.8,7
8.2,0.43,0.29,1.6,0.59,0.081,27,45,49,0.99603,3.25,65,0.54,10.3,5
6.8,0.36,0.32,1.8,0.59,0.067,4,8,50,0.9928,3.36,92,0.55,12.8,7
9.1,0.29,0.33,2.05,0.88,0.063,13,27,38,0.99516,3.26,25,0.84,11.7,7
9.1,0.3,0.34,2,0.59,0.064,12,25,50,0.99516,3.26,53,0.84,11.7,7
8.9,0.35,0.4,3.6,0.63,0.11,12,24,36,0.99549,3.23,91,0.7,12,7
9.6,0.5,0.36,2.8,0.73,0.116,26,55,23,0.99722,3.18,89,0.68,10.9,5
8.9,0.28,0.45,1.7,0.78,0.067,7,12,48,0.99354,3.25,72,0.55,12.3,7
8.9,0.32,0.31,2,0.68,0.088,12,19,17,0.9957,3.17,16,0.55,10.4,6
7.7,1.005,0.15,2.1,0.68,0.102,11,32,35,0.99604,3.23,66,0.48,10,5
7.5,0.71,0,1.6,0.54,0.092,22,31,24,0.99635,3.38,23,0.58,10,6
8,0.58,0.16,2,0.73,0.12,3,7,47,0.99454,3.22,42,0.58,11.2,6
10.5,0.39,0.46,2.2,0.68,0.075,14,27,20,0.99598,3.06,87,0.84,11.4,6
8.9,0.38,0.4,2.2,0.78,0.068,12,28,11,0.99486,3.27,31,0.75,12.6,7
8,0.18,0.37,0.9,0.59,0.049,36,109,45,0.99007,2.89,65,0.44,12.7,6
8,0.18,0.37,0.9,0.93,0.049,36,109,18,0.99007,2.89,21,0.44,12.7,6
7,0.5,0.14,1.8,0.63,0.078,10,23,32,0.99636,3.53,20,0.61,10.4,5
11.3,0.36,0.66,2.4,0.73,0.123,3,8,45,0.99642,3.2,74,0.53,11.9,6
11.3,0.36,0.66,2.4,0.59,0.123,3,8,38,0.99642,3.2,90,0.53,11.9,6
7,0.51,0.09,2.1,0.78,0.062,4,9,36,0.99584,3.35,100,0.54,10.5,5
8.2,0.32,0.42,2.3,0.59,0.098,3,9,28,0.99506,3.27,62,0.55,12.3,6
7.7,0.58,0.01,1.8,0.54,0.088,12,18,18,0.99568,3.32,11,0.56,10.5,7
8.6,0.83,0,2.8,0.73,0.095,17,43,16,0.99822,3.33,97,0.6,10.4,6
7.9,0.31,0.32,1.9,0.59,0.066,14,36,33,0.99364,3.41,25,0.56,12.6,6
6.4,0.795,0,2.2,0.59,0.065,28,52,15,0.99378,3.49,52,0.52,11.6,5
7.2,0.34,0.21,2.5,0.98,0.075,41,68,19,0.99586,3.37,41,0.54,10.1,6
7.7,0.58,0.01,1.8,0.98,0.088,12,18,16,0.99568,3.32,32,0.56,10.5,7
7.1,0.59,0,2.1,0.59,0.091,9,14,41,0.99488,3.42,4,0.55,11.5,7
7.3,0.55,0.01,1.8,0.73,0.093,9,15,32,0.99514,3.35,29,0.58,11,7
8.1,0.82,0,4.1,0.88,0.095,5,14,39,0.99854,3.36,65,0.53,9.6,5
7.5,0.57,0.08,2.6,0.98,0.089,14,27,33,0.99592,3.3,1,0.59,10.4,6
8.9,0.745,0.18,2.5,0.68,0.077,15,48,14,0.99739,3.2,60,0.47,9.7,6
10.1,0.37,0.34,2.4,0.59,0.085,5,17,49,0.99683,3.17,77,0.65,10.6,7
7.6,0.31,0.34,2.5,0.59,0.082,26,35,22,0.99356,3.22,32,0.59,12.5,7
7.3,0.91,0.1,1.8,0.68,0.074,20,56,40,0.99672,3.35,60,0.56,9.2,5
8.7,0.41,0.41,6.2,0.54,0.078,25,42,42,0.9953,3.24,12,0.77,12.6,7
8.9,0.5,0.21,2.2,0.54,0.088,21,39,10,0.99692,3.33,57,0.83,11.1,6
7.4,0.965,0,2.2,0.93,0.088,16,32,22,0.99756,3.58,30,0.67,10.2,5
6.9,0.49,0.19,1.7,0.63,0.079,13,26,37,0.99547,3.38,14,0.64,9.8,6
8.9,0.5,0.21,2.2,0.78,0.088,21,39,29,0.99692,3.33,82,0.83,11.1,6
9.5,0.39,0.41,8.9,0.68,0.069,18,39,14,0.99859,3.29,57,0.81,10.9,7
6.4,0.39,0.33,3.3,0.73,0.046,12,53,19,0.99294,3.36,0,0.62,12.2,6
6.9,0.44,0,1.4,0.54,0.07,32,38,14,0.99438,3.32,83,0.58,11.4,6
7.6,0.78,0,1.7,0.63,0.076,33,45,10,0.99612,3.31,51,0.62,10.7,6
7.1,0.43,0.17,1.8,0.63,0.082,27,51,48,0.99634,3.49,89,0.64,10.4,5
9.3,0.49,0.36,1.7,0.83,0.081,3,14,35,0.99702,3.27,32,0.78,10.9,6
9.3,0.5,0.36,1.8,0.59,0.084,6,17,40,0.99704,3.27,78,0.77,10.8,6
7.1,0.43,0.17,1.8,0.88,0.082,27,51,49,0.99634,3.49,43,0.64,10.4,5
8.5,0.46,0.59,1.4,0.54,0.414,16,45,20,0.99702,3.03,52,1.34,9.2,5
5.6,0.605,0.05,2.4,0.88,0.073,19,25,31,0.99258,3.56,75,0.55,12.9,5
8.3,0.33,0.42,2.3,0.83,0.07,9,20,25,0.99426,3.38,37,0.77,12.7,7
8.2,0.64,0.27,2,0.63,0.095,5,77,19,0.99747,3.13,6,0.62,9.1,6
8.2,0.64,0.27,2,0.59,0.095,5,77,48,0.99747,3.13,80,0.62,9.1,6
8.9,0.48,0.53,4,0.88,0.101,3,10,42,0.99586,3.21,28,0.59,12.1,7
7.6,0.42,0.25,3.9,0.98,0.104,28,90,46,0.99784,3.15,43,0.57,9.1,5
9.9,0.53,0.57,2.4,0.59,0.093,30,52,34,0.9971,3.19,27,0.76,11.6,7
8.9,0.48,0.53,4,0.83,0.101,3,10,49,0.99586,3.21,2,0.59,12.1,7
11.6,0.23,0.57,1.8,0.54,0.074,3,8,49,0.9981,3.14,43,0.7,9.9,6
9.1,0.4,0.5,1.8,0.93,0.071,7,16,44,0.99462,3.21,23,0.69,12.5,8
8,0.38,0.44,1.9,0.93,0.098,6,NA,31,0.9956,3.3,20,0.64,11.4,6
10.2,0.29,0.65,2.4,0.59,0.075,6,17,35,0.99565,3.22,58,0.63,11.8,6
8.2,0.74,0.09,2,0.68,0.067,5,10,37,0.99418,3.28,7,0.57,11.8,6
7.7,0.61,0.18,2.4,0.98,0.083,6,20,28,0.9963,3.29,25,0.6,10.2,6
6.6,0.52,0.08,2.4,0.73,0.07,13,26,20,0.99358,3.4,5,0.72,12.5,7
11.1,0.31,NA,2.2,0.68,0.06,3,10,15,0.99572,3.02,11,0.83,10.9,7
11.1,0.31,0.53,2.2,0.54,0.06,3,10,12,0.99572,3.02,100,0.83,10.9,7
8,0.62,0.35,2.8,0.68,0.086,28,52,43,0.997,3.31,31,0.62,10.8,5
9.3,0.33,0.45,1.5,0.63,0.057,19,37,23,0.99498,3.18,51,0.89,11.1,7
7.5,0.77,0.2,8.1,0.68,0.098,30,92,50,0.99892,3.2,26,0.58,9.2,5
7.2,0.35,0.26,1.8,0.93,0.083,33,75,20,0.9968,3.4,39,0.58,9.5,6
8,0.62,0.33,2.7,0.93,0.088,16,37,24,0.9972,3.31,33,0.58,10.7,6
7.5,0.77,0.2,8.1,0.83,0.098,30,92,13,0.99892,3.2,46,0.58,9.2,5
NA,0.25,0.34,2,0.78,0.071,45,67,29,0.99769,3.44,52,0.86,10.2,7
9.9,0.32,0.56,2,0.63,0.073,3,8,28,0.99534,3.15,56,0.73,11.4,6
8.6,0.37,0.65,6.4,0.78,0.08,3,8,47,0.99817,3.27,40,0.58,11,5
8.6,0.37,0.65,6.4,0.83,0.08,3,8,17,0.99817,3.27,14,0.58,11,5
7.9,0.3,0.68,8.3,0.98,0.05,37.5,278,36,0.99316,3.01,34,0.51,12.3,7
10.3,0.27,0.56,1.4,0.78,0.047,3,8,12,0.99471,3.16,26,0.51,11.8,6
7.9,0.3,0.68,8.3,0.88,0.05,37.5,289,19,0.99316,3.01,9,0.51,12.3,7
7.2,0.38,0.3,1.8,0.88,0.073,31,70,12,0.99685,3.42,22,0.59,9.5,6
8.7,0.42,0.45,2.4,0.68,0.072,32,59,17,0.99617,3.33,27,0.77,12,6
7.2,0.38,0.3,1.8,0.63,0.073,31,70,15,0.99685,3.42,83,0.59,9.5,6
6.8,0.48,0.08,1.8,0.78,0.074,40,64,37,0.99529,3.12,25,0.49,9.6,5
8.5,0.34,0.4,4.7,0.83,0.055,3,9,42,0.99738,3.38,6,0.66,11.6,7
7.9,0.19,0.42,1.6,0.68,0.057,18,30,36,0.994,3.29,36,0.69,11.2,6
11.6,0.41,0.54,1.5,0.68,0.095,22,41,25,0.99735,3.02,85,0.76,9.9,7
11.6,0.41,0.54,1.5,0.78,0.095,22,41,50,0.99735,3.02,54,0.76,9.9,7
10,0.26,0.54,1.9,0.93,0.083,42,74,27,0.99451,2.98,55,0.63,11.8,8
7.9,0.34,0.42,2,0.73,0.086,8,19,11,0.99546,3.35,40,0.6,11.4,6
7,0.54,0.09,2,0.88,0.081,10,16,39,0.99479,3.43,45,0.59,11.5,6
9.2,0.31,0.36,2.2,0.68,0.079,11,31,49,0.99615,3.33,4,0.86,12,7
6.6,0.725,0.09,5.5,0.68,0.117,9,17,43,0.99655,3.35,26,0.49,10.8,6
9.4,0.4,0.47,2.5,0.59,0.087,6,20,14,0.99772,3.15,12,0.5,10.5,5
6.6,0.725,0.09,5.5,0.78,0.117,9,17,11,0.99655,3.35,4,0.49,10.8,6
8.6,0.52,0.38,1.5,0.73,0.096,5,18,42,0.99666,3.2,100,0.52,9.4,5
8,0.31,0.45,2.1,0.88,0.216,5,16,14,0.99358,3.15,79,0.81,12.5,7
NA,0.52,0.38,1.5,0.54,0.096,5,18,26,0.99666,3.2,58,0.52,9.4,5
8.4,0.34,0.42,2.1,0.73,0.072,23,36,33,0.99392,3.11,87,0.78,12.4,6
7.4,0.49,0.27,2.1,0.98,0.071,14,25,40,0.99388,3.35,4,0.63,12,6
6.1,0.48,0.09,1.7,0.73,0.078,18,30,40,0.99402,3.45,74,0.54,11.2,6
7.4,0.49,0.27,2.1,0.63,0.071,14,25,42,0.99388,3.35,58,0.63,12,6
8,0.48,0.34,2.2,0.93,0.073,16,25,11,0.9936,3.28,70,0.66,12.4,6
6.3,0.57,0.28,2.1,0.59,0.048,13,49,29,0.99374,3.41,78,0.6,12.8,5
8.2,0.23,0.42,1.9,0.88,0.069,9,17,50,0.99376,3.21,33,0.54,12.3,6
9.1,0.3,0.41,2,0.63,0.068,10,24,10,0.99523,3.27,92,0.85,11.7,7
8.1,0.78,0.1,3.3,0.93,0.09,4,13,31,0.99855,3.36,15,0.49,9.5,5
10.8,0.47,0.43,2.1,0.93,0.171,27,66,20,0.9982,3.17,33,0.76,10.8,6
